mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title
2.0,"26 km S of Indios, Puerto Rico",1718046813670,1718048896910,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71452108,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71452108&format=geojson,,,,,reviewed,0,62,pr,71452108,",pr71452108,",",pr,",",origin,phase-data,",5.0,0.232,0.09,277.0,md,earthquake,"M 2.0 - 26 km S of Indios, Puerto Rico"
1.6,"6 km NNW of Big Lake, Alaska",1718046620239,1718046740198,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g8fn7r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g8fn7r&format=geojson,,,,,automatic,0,39,ak,0247g8fn7r,",ak0247g8fn7r,",",ak,",",origin,phase-data,",,,0.49,,ml,earthquake,"M 1.6 - 6 km NNW of Big Lake, Alaska"
1.3,"30 km ENE of Little Lake, CA",1718046065950,1718061624267,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40619007,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40619007&format=geojson,,,,,reviewed,0,26,ci,40619007,",ci40619007,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",23.0,0.097,0.14,149.0,ml,earthquake,"M 1.3 - 30 km ENE of Little Lake, CA"
0.04,"12 km WNW of Dutch Harbor, Alaska",1718046015710,1718077211190,,https://earthquake.usgs.gov/earthquakes/eventpage/av93158416,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93158416&format=geojson,,,,,reviewed,0,0,av,93158416,",av93158416,",",av,",",origin,phase-data,",6.0,0.03762,0.09,117.0,ml,earthquake,"M 0.0 - 12 km WNW of Dutch Harbor, Alaska"
1.15,"8 km SSW of Mojave, CA",1718045937520,1718062413227,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40619015,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40619015&format=geojson,,,,,reviewed,0,20,ci,40619015,",ci40619015,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",14.0,0.1119,0.28,58.0,ml,quarry blast,"M 1.2 Quarry Blast - 8 km SSW of Mojave, CA"
0.96,"14 km NE of Milford, Utah",1718045466610,1718140723600,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80001358,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80001358&format=geojson,,,,,reviewed,0,14,uu,80001358,",uu80001358,",",uu,",",origin,phase-data,",10.0,0.0137,0.09,91.0,md,earthquake,"M 1.0 - 14 km NE of Milford, Utah"
0.25,"14 km NE of Milford, Utah",1718045462690,1718140499190,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80072856,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80072856&format=geojson,,,,,reviewed,0,1,uu,80072856,",uu80072856,",",uu,",",origin,phase-data,",12.0,0.002423,0.1,78.0,md,earthquake,"M 0.3 - 14 km NE of Milford, Utah"
1.27,"6 km NE of Ukiah, CA",1718045393270,1718045492171,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020427,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020427&format=geojson,,,,,automatic,0,25,nc,75020427,",nc75020427,",",nc,",",nearby-cities,origin,phase-data,",7.0,0.09447,0.05,129.0,md,earthquake,"M 1.3 - 6 km NE of Ukiah, CA"
1.1,"14 km NE of Milford, Utah",1718044371550,1718122165230,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80072831,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80072831&format=geojson,,,,,reviewed,0,19,uu,80072831,",uu80072831,",",uu,",",origin,phase-data,",17.0,0.007534,0.14,57.0,md,earthquake,"M 1.1 - 14 km NE of Milford, Utah"
0.74,"7 km WNW of Cobb, CA",1718044242560,1718044337085,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020422,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020422&format=geojson,,,,,automatic,0,8,nc,75020422,",nc75020422,",",nc,",",nearby-cities,origin,phase-data,",14.0,0.004514,0.04,82.0,md,earthquake,"M 0.7 - 7 km WNW of Cobb, CA"
1.19,"6 km SSW of Ada, Oklahoma",1718044074929,1718116944150,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024ljoo,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024ljoo&format=geojson,,,,,reviewed,0,22,ok,2024ljoo,",ok2024ljoo,",",ok,",",origin,phase-data,",24.0,0.1907625659,0.44,86.0,ml,quarry blast,"M 1.2 Quarry Blast - 6 km SSW of Ada, Oklahoma"
2.48,"7 km SW of Volcano, Hawaii",1718044074320,1718048329350,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74271491,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74271491&format=geojson,,,,,reviewed,0,95,hv,74271491,",hv74271491,",",hv,",",origin,phase-data,",32.0,0.005917,0.12,43.0,ml,earthquake,"M 2.5 - 7 km SW of Volcano, Hawaii"
0.26,"15 km SSW of Searles Valley, CA",1718043576560,1718061731393,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40618951,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ci40618951&format=geojson,,,,,reviewed,0,1,ci,40618951,",ci40618951,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",6.0,0.04011,0.1,142.0,ml,earthquake,"M 0.3 - 15 km SSW of Searles Valley, CA"
1.53,"6 km SW of Ada, Oklahoma",1718043306519,1718116527517,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024ljod,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024ljod&format=geojson,,,,,reviewed,0,36,ok,2024ljod,",ok2024ljod,",",ok,",",origin,phase-data,",26.0,0.1844638019,0.24,65.0,ml,quarry blast,"M 1.5 Quarry Blast - 6 km SW of Ada, Oklahoma"
0.61,"16 km WSW of Emery, Utah",1718043298530,1718116329440,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80072821,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80072821&format=geojson,,,,,reviewed,0,6,uu,80072821,",uu80072821,",",uu,",",origin,phase-data,",5.0,0.1127,0.07,154.0,ml,earthquake,"M 0.6 - 16 km WSW of Emery, Utah"
1.36,"16 km SW of Thatcher, Utah",1718042466580,1718046117760,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80072816,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80072816&format=geojson,,,,,reviewed,0,28,uu,80072816,",uu80072816,",",uu,",",origin,phase-data,",14.0,0.02246,0.17,79.0,ml,earthquake,"M 1.4 - 16 km SW of Thatcher, Utah"
1.5,"54 km SSE of Denali National Park, Alaska",1718042286704,1718042422109,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g7j1by,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g7j1by&format=geojson,,,,,automatic,0,35,ak,0247g7j1by,",ak0247g7j1by,",",ak,",",origin,phase-data,",,,0.84,,ml,earthquake,"M 1.5 - 54 km SSE of Denali National Park, Alaska"
2.6,"64 km SE of Pedro Bay, Alaska",1718042010981,1718042409040,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g7i0lj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g7i0lj&format=geojson,,,,,automatic,0,104,ak,0247g7i0lj,",us7000mrji,ak0247g7i0lj,",",us,ak,",",origin,phase-data,",,,0.38,,ml,earthquake,"M 2.6 - 64 km SE of Pedro Bay, Alaska"
1.4,"2 km WSW of Houston, Alaska",1718041566353,1718041668463,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g7ggpn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g7ggpn&format=geojson,,,,,automatic,0,30,ak,0247g7ggpn,",ak0247g7ggpn,",",ak,",",origin,phase-data,",,,0.46,,ml,earthquake,"M 1.4 - 2 km WSW of Houston, Alaska"
4.6,"143 km SE of Kuqa, China",1718040925510,1718041914040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mrjg,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mrjg&format=geojson,,,,,reviewed,0,326,us,7000mrjg,",us7000mrjg,",",us,",",origin,phase-data,",55.0,4.302,0.45,112.0,mb,earthquake,"M 4.6 - 143 km SE of Kuqa, China"
2.97,"4 km SSW of Tallaboa, Puerto Rico",1718040881270,1718041539886,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024162001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2024162001&format=geojson,,,,,reviewed,0,136,pr,2024162001,",pr2024162001,",",pr,",",origin,phase-data,",12.0,0.1496,0.19,164.0,md,earthquake,"M 3.0 - 4 km SSW of Tallaboa, Puerto Rico"
0.96,"4 km WNW of Cobb, CA",1718040356430,1718040452715,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020412,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020412&format=geojson,,,,,automatic,0,14,nc,75020412,",nc75020412,",",nc,",",nearby-cities,origin,phase-data,",13.0,0.009556,0.01,126.0,md,earthquake,"M 1.0 - 4 km WNW of Cobb, CA"
1.8,"57 km N of Petersville, Alaska",1718039242464,1718039398987,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g78512,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g78512&format=geojson,,,,,automatic,0,50,ak,0247g78512,",ak0247g78512,",",ak,",",origin,phase-data,",,,0.59,,ml,earthquake,"M 1.8 - 57 km N of Petersville, Alaska"
1.7,"38 km ENE of McKinney Acres, Texas",1718038121076,1718190080109,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ljli,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024ljli&format=geojson,,,,,reviewed,0,44,tx,2024ljli,",tx2024ljli,",",tx,",",origin,phase-data,",36.0,0.0,0.3,84.0,ml,earthquake,"M 1.7 - 38 km ENE of McKinney Acres, Texas"
1.2,"51 km ESE of Beatty, Nevada",1718037874840,1718047292408,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00879016,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00879016&format=geojson,,,,,reviewed,0,22,nn,00879016,",nn00879016,",",nn,",",origin,phase-data,",48.0,0.055,0.0938,91.0,ml,earthquake,"M 1.2 - 51 km ESE of Beatty, Nevada"
1.6,"62 km W of Tyonek, Alaska",1718037728051,1718037846712,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g6u6dh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g6u6dh&format=geojson,,,,,automatic,0,39,ak,0247g6u6dh,",ak0247g6u6dh,",",ak,",",origin,phase-data,",,,0.45,,ml,earthquake,"M 1.6 - 62 km W of Tyonek, Alaska"
0.93,"6 km WNW of Cobb, CA",1718036677350,1718036771985,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020382,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020382&format=geojson,,,,,automatic,0,13,nc,75020382,",nc75020382,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.001823,0.01,79.0,md,earthquake,"M 0.9 - 6 km WNW of Cobb, CA"
0.76,"7 km NNW of The Geysers, CA",1718034876090,1718034971954,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020377,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020377&format=geojson,,,,,automatic,0,9,nc,75020377,",nc75020377,",",nc,",",nearby-cities,origin,phase-data,",9.0,0.003581,0.01,71.0,md,earthquake,"M 0.8 - 7 km NNW of The Geysers, CA"
1.06,"7 km SSE of Hickory, Oklahoma",1718034858089,1718115506387,,https://earthquake.usgs.gov/earthquakes/eventpage/ok2024ljjm,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ok2024ljjm&format=geojson,,,,,reviewed,0,17,ok,2024ljjm,",ok2024ljjm,",",ok,",",origin,phase-data,",22.0,0.2438521479,0.53,109.0,ml,earthquake,"M 1.1 - 7 km SSE of Hickory, Oklahoma"
4.0,"62 km E of La Tirana, Chile",1718034681670,1718096096661,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mrhx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mrhx&format=geojson,1.0,2.1,,,reviewed,0,246,us,7000mrhx,",us7000mrhx,",",us,",",dyfi,origin,phase-data,",18.0,0.734,0.76,78.0,mb,earthquake,"M 4.0 - 62 km E of La Tirana, Chile"
0.97,"13 km SSE of Beaver, Utah",1718034454360,1718039445120,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80072796,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80072796&format=geojson,,,,,reviewed,0,14,uu,80072796,",uu80072796,",",uu,",",origin,phase-data,",8.0,0.3345,0.21,150.0,md,earthquake,"M 1.0 - 13 km SSE of Beaver, Utah"
0.77,"3 km E of The Geysers, CA",1718033980750,1718034077682,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020362,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020362&format=geojson,,,,,automatic,0,9,nc,75020362,",nc75020362,",",nc,",",nearby-cities,origin,phase-data,",8.0,0.008988,0.03,157.0,md,earthquake,"M 0.8 - 3 km E of The Geysers, CA"
1.09,"7 km NNW of The Geysers, CA",1718033487010,1718033582059,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020347,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020347&format=geojson,,,,,automatic,0,18,nc,75020347,",nc75020347,",",nc,",",nearby-cities,origin,phase-data,",20.0,0.00435,0.03,55.0,md,earthquake,"M 1.1 - 7 km NNW of The Geysers, CA"
2.46,"6 km S of Volcano, Hawaii",1718032582750,1718042255710,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74271371,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74271371&format=geojson,,,,,reviewed,0,93,hv,74271371,",hv74271371,",",hv,",",origin,phase-data,",24.0,0.007901,0.11,72.0,ml,earthquake,"M 2.5 - 6 km S of Volcano, Hawaii"
1.5,"70 km S of Shungnak, Alaska",1718032524845,1718032664644,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g62zqc,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g62zqc&format=geojson,,,,,automatic,0,35,ak,0247g62zqc,",ak0247g62zqc,",",ak,",",origin,phase-data,",,,1.07,,ml,earthquake,"M 1.5 - 70 km S of Shungnak, Alaska"
2.61,"6 km S of Volcano, Hawaii",1718032510450,1718050216840,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74271356,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74271356&format=geojson,,,,,reviewed,0,105,hv,74271356,",hv74271356,",",hv,",",origin,phase-data,",31.0,0.01043,0.11,72.0,ml,earthquake,"M 2.6 - 6 km S of Volcano, Hawaii"
2.48,"6 km S of Volcano, Hawaii",1718032510410,1718032672770,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74271366,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74271366&format=geojson,,,,,automatic,0,95,hv,74271366,",hv74271366,",",hv,",",origin,phase-data,",36.0,0.008107,0.159999996,64.0,ml,earthquake,"M 2.5 - 6 km S of Volcano, Hawaii"
2.1,"41 km WNW of Tatitlek, Alaska",1718032331206,1718032468015,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g62bj4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g62bj4&format=geojson,,,,,automatic,0,68,ak,0247g62bj4,",ak0247g62bj4,",",ak,",",origin,phase-data,",,,0.72,,ml,earthquake,"M 2.1 - 41 km WNW of Tatitlek, Alaska"
1.93,"6 km SSW of Volcano, Hawaii",1718032251580,1718032408920,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74271351,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74271351&format=geojson,,,,,automatic,0,57,hv,74271351,",hv74271351,",",hv,",",origin,phase-data,",26.0,0.004065,0.200000003,47.0,ml,earthquake,"M 1.9 - 6 km SSW of Volcano, Hawaii"
2.31,"4 km SSW of Adjuntas, Puerto Rico",1718030955360,1718036130890,,https://earthquake.usgs.gov/earthquakes/eventpage/pr2024162000,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr2024162000&format=geojson,,,,,reviewed,0,82,pr,2024162000,",pr2024162000,",",pr,",",origin,phase-data,",13.0,0.1476,0.11,103.0,md,earthquake,"M 2.3 - 4 km SSW of Adjuntas, Puerto Rico"
-0.23,"Rat Islands, Aleutian Islands, Alaska",1718030890540,1718075032500,,https://earthquake.usgs.gov/earthquakes/eventpage/av93158246,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93158246&format=geojson,,,,,reviewed,0,0,av,93158246,",av93158246,",",av,",",origin,phase-data,",4.0,0.03434,0.08,302.0,ml,earthquake,"M -0.2 - Rat Islands, Aleutian Islands, Alaska"
0.89,"14 km NE of Milford, Utah",1718030764440,1718125643230,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80072791,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uu80072791&format=geojson,,,,,reviewed,0,12,uu,80072791,",uu80072791,",",uu,",",origin,phase-data,",16.0,0.009896,0.13,57.0,md,earthquake,"M 0.9 - 14 km NE of Milford, Utah"
1.7,"23 km W of Garden City, Texas",1718030743651,1718205722144,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024ljhf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=tx2024ljhf&format=geojson,,,,,reviewed,0,44,tx,2024ljhf,",tx2024ljhf,",",tx,",",origin,phase-data,",24.0,0.1,0.1,74.0,ml,earthquake,"M 1.7 - 23 km W of Garden City, Texas"
1.21,"8 km NNW of The Geysers, CA",1718030654070,1718030751577,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020342,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020342&format=geojson,,,,,automatic,0,23,nc,75020342,",nc75020342,",",nc,",",nearby-cities,origin,phase-data,",22.0,0.008144,0.02,61.0,md,earthquake,"M 1.2 - 8 km NNW of The Geysers, CA"
1.75,"Rat Islands, Aleutian Islands, Alaska",1718029901590,1718074807470,,https://earthquake.usgs.gov/earthquakes/eventpage/av93158226,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93158226&format=geojson,,,,,reviewed,0,47,av,93158226,",av93158226,",",av,",",origin,phase-data,",8.0,0.1739,0.12,347.0,ml,earthquake,"M 1.8 - Rat Islands, Aleutian Islands, Alaska"
1.76,"6 km SW of Gilroy, CA",1718029629010,1718029727304,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75020337,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nc75020337&format=geojson,,,,,automatic,0,48,nc,75020337,",nc75020337,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.02581,0.07,59.0,md,earthquake,"M 1.8 - 6 km SW of Gilroy, CA"
4.4,"15 km SSE of Pematangsiantar, Indonesia",1718029091206,1718031877040,,https://earthquake.usgs.gov/earthquakes/eventpage/us7000mrgz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mrgz&format=geojson,,,,,reviewed,0,298,us,7000mrgz,",us7000mrgz,",",us,",",origin,phase-data,",49.0,2.18,0.56,81.0,mb,earthquake,"M 4.4 - 15 km SSE of Pematangsiantar, Indonesia"
0.1,"38 km NNE of Amboy, Washington",1718027945010,1718028715880,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62005707,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=uw62005707&format=geojson,,,,,reviewed,0,0,uw,62005707,",uw62005707,",",uw,",",origin,phase-data,",10.0,0.008569,0.09,83.0,ml,earthquake,"M 0.1 - 38 km NNE of Amboy, Washington"
0.33,"257 km W of Adak, Alaska",1718027526060,1718071473900,,https://earthquake.usgs.gov/earthquakes/eventpage/av93158186,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93158186&format=geojson,,,,,reviewed,0,2,av,93158186,",av93158186,",",av,",",origin,phase-data,",6.0,0.01687,0.26,146.0,ml,earthquake,"M 0.3 - 257 km W of Adak, Alaska"
0.7,"252 km W of Adak, Alaska",1718026074340,1718071302940,,https://earthquake.usgs.gov/earthquakes/eventpage/av93158171,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93158171&format=geojson,,,,,reviewed,0,8,av,93158171,",av93158171,",",av,",",origin,phase-data,",4.0,0.09356,0.19,316.0,ml,earthquake,"M 0.7 - 252 km W of Adak, Alaska"
0.32,"151 km W of Adak, Alaska",1718025868030,1718046506240,,https://earthquake.usgs.gov/earthquakes/eventpage/av93158166,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93158166&format=geojson,,,,,reviewed,0,2,av,93158166,",av93158166,",",av,",",origin,phase-data,",4.0,0.0218,0.24,135.0,ml,earthquake,"M 0.3 - 151 km W of Adak, Alaska"
1.6,"63 km WNW of Happy Valley, Alaska",1718024968298,1718025061251,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0247g4uuhp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=ak0247g4uuhp&format=geojson,,,,,automatic,0,39,ak,0247g4uuhp,",ak0247g4uuhp,",",ak,",",origin,phase-data,",,,0.03,,ml,earthquake,"M 1.6 - 63 km WNW of Happy Valley, Alaska"
1.67,"12 km ENE of Pāhala, Hawaii",1718024540530,1718049732690,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74271236,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=hv74271236&format=geojson,,,,,reviewed,0,43,hv,74271236,",hv74271236,",",hv,",",origin,phase-data,",23.0,0.03203,0.1,162.0,md,earthquake,"M 1.7 - 12 km ENE of Pāhala, Hawaii"
2.19,"6 km N of San Germán, Puerto Rico",1718024522810,1718025699060,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71452078,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=pr71452078&format=geojson,,,,,reviewed,0,74,pr,71452078,",pr71452078,",",pr,",",origin,phase-data,",7.0,0.1447,0.16,143.0,md,earthquake,"M 2.2 - 6 km N of San Germán, Puerto Rico"
0.78,"38 km WNW of Adak, Alaska",1718023809670,1718071120200,,https://earthquake.usgs.gov/earthquakes/eventpage/av93158151,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93158151&format=geojson,,,,,reviewed,0,9,av,93158151,",av93158151,",",av,",",origin,phase-data,",5.0,0.04979,0.22,308.0,ml,earthquake,"M 0.8 - 38 km WNW of Adak, Alaska"
1.27,"Rat Islands, Aleutian Islands, Alaska",1718023324490,1718070769480,,https://earthquake.usgs.gov/earthquakes/eventpage/av93158146,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=av93158146&format=geojson,,,,,reviewed,0,25,av,93158146,",av93158146,",",av,",",origin,phase-data,",5.0,0.1891,0.14,350.0,ml,earthquake,"M 1.3 - Rat Islands, Aleutian Islands, Alaska"
1.4,"12 km NE of Virginia City, Nevada",1718022344415,1718051335696,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00879001,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=nn00879001&format=geojson,,,,,reviewed,0,30,nn,00879001,",nn00879001,",",nn,",",origin,phase-data,",13.0,0.152,0.0846,76.71,ml,earthquake,"M 1.4 - 12 km NE of Virginia City, Nevada"
